Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	-0.603172	0.051117	57.27813	5440.694336	4.854023																				
TrackerOperationMode_Track	-0.603142	0.051125	57.275059	5440.677734	4.854778																				
TrackerOperationMode_Track	-0.603081	0.051125	57.269413	5440.692871	4.854405																				
TrackerOperationMode_Track	-0.602928	0.051125	57.254845	5440.685059	4.854874																				
TrackerOperationMode_Track	-0.602928	0.051117	57.254658	5440.66748	4.853681																				
TrackerOperationMode_Track	-0.602936	0.051102	57.254971	5440.682129	4.852596																				
TrackerOperationMode_Track	-0.602951	0.051079	57.257374	5440.699707	4.850492																				
TrackerOperationMode_Track	-0.602951	0.051071	57.257523	5440.69873	4.850266																				
TrackerOperationMode_Track	-0.602943	0.051071	57.256588	5440.700684	4.850065																				
TrackerOperationMode_Track	-0.602974	0.051071	57.259079	5440.677246	4.850043																				
TrackerOperationMode_Track	-0.602943	0.051064	57.256409	5440.668457	4.8493																				
TrackerOperationMode_Track	-0.602997	0.051064	57.261303	5440.691895	4.849321																				
TrackerOperationMode_Track	-0.602974	0.051056	57.259544	5440.690918	4.848413																				
TrackerOperationMode_Track	-0.602959	0.051056	57.25779	5440.689941	4.848389																				
TrackerOperationMode_Track	-0.602928	0.051064	57.25489	5440.689941	4.848922																				
TrackerOperationMode_Track	-0.602928	0.051071	57.254818	5440.683105	4.850197																				
TrackerOperationMode_Track	-0.602928	0.051064	57.254974	5440.697754	4.84963																				
TrackerOperationMode_Track	-0.602928	0.051079	57.254829	5440.684082	4.850649																				
TrackerOperationMode_Track	-0.602898	0.051117	57.252171	5440.706543	4.854319																				
TrackerOperationMode_Track	-0.602928	0.051132	57.255077	5440.706543	4.855742																				
TrackerOperationMode_Track	-0.602989	0.051178	57.260532	5440.696777	4.85989																				
TrackerOperationMode_Track	-0.603073	0.05117	57.2691	5440.70459	4.859467																				
TrackerOperationMode_Track	-0.603218	0.051186	57.282692	5440.697266	4.860774																				
TrackerOperationMode_Track	-0.603241	0.051193	57.284237	5440.689453	4.862115																				
TrackerOperationMode_Track	-0.603226	0.051193	57.282734	5440.666992	4.861484																				
TrackerOperationMode_Track	-0.603203	0.051193	57.281151	5440.666992	4.861586																				
TrackerOperationMode_Track	-0.603195	0.051193	57.280598	5440.69043	4.861346																				
TrackerOperationMode_Track	-0.60318	0.051193	57.278709	5440.676758	4.861832																				
TrackerOperationMode_Track	-0.603172	0.051201	57.278137	5440.682617	4.862369																				
TrackerOperationMode_Track	-0.603157	0.051193	57.276794	5440.675781	4.861062																				
TrackerOperationMode_Track	-0.603157	0.051193	57.276623	5440.674805	4.861423																				
TrackerOperationMode_Track	-0.603157	0.051186	57.276585	5440.701172	4.860687																				
TrackerOperationMode_Track	-0.603157	0.051186	57.276611	5440.673828	4.860572																				
TrackerOperationMode_Track	-0.603195	0.051186	57.279675	5440.689453	4.860564																				
TrackerOperationMode_Track	-0.603188	0.051186	57.279774	5440.713867	4.860256																				
TrackerOperationMode_Track	-0.603149	0.051193	57.276108	5440.701172	4.861493																				
TrackerOperationMode_Track	-0.60318	0.05117	57.279053	5440.706055	4.859128																				
TrackerOperationMode_Track	-0.60318	0.051155	57.278343	5440.683594	4.858021																				
TrackerOperationMode_Track	-0.603172	0.051147	57.278278	5440.708008	4.857204																				
TrackerOperationMode_Track	-0.603142	0.051125	57.275375	5440.708008	4.854804																				
TrackerOperationMode_Track	-0.603172	0.051117	57.278267	5440.692383	4.854044																				
TrackerOperationMode_Track	-0.603172	0.051109	57.278038	5440.685547	4.85304																				
TrackerOperationMode_Track	-0.603188	0.051109	57.279274	5440.682617	4.853221																				
TrackerOperationMode_Track	-0.603188	0.051094	57.27961	5440.699219	4.851772																				
TrackerOperationMode_Track	-0.603188	0.051086	57.278984	5440.669922	4.851692																				
TrackerOperationMode_Track	-0.603172	0.051064	57.278095	5440.691406	4.849399																				
TrackerOperationMode_Track	-0.603271	0.051094	57.287575	5440.682617	4.851953																				
TrackerOperationMode_Track	-0.603348	0.051102	57.294853	5440.707031	4.852776																				
TrackerOperationMode_Track	-0.603569	0.051132	57.31591	5440.693359	4.855733																				
TrackerOperationMode_Track	-0.603661	0.051163	57.324806	5440.697266	4.858363																				
