Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	0.072342	0.385139	-6.867913	5439.410156	36.564125	1707.359619	663.077698	1629.373291	839.35376	1651.356445	1026.839722	1771.629395	1023.416992	-2.571097	-0.654081	-32.361721	0.845031	0.534594	-0.011452	-0.533871	0.844706	0.038129	0.030057	-0.026106	0.999207
TrackerOperationMode_Track	0.072105	0.385078	-6.844769	5439.430664	36.558361	1707.331665	663.031921	1629.407959	839.43457	1651.329712	1026.942749	1771.530518	1023.49707	-2.538473	-0.64833	-32.313179	0.845489	0.533873	-0.011351	-0.53317	0.845174	0.037561	0.029647	-0.025705	0.99923
TrackerOperationMode_Track	0.07206	0.385139	-6.841277	5439.394531	36.563854	1707.185425	662.929321	1629.377075	839.355652	1651.233276	1026.790039	1771.51001	1023.389709	-2.529279	-0.662243	-32.283234	0.84576	0.533438	-0.011594	-0.532734	0.845456	0.037399	0.029752	-0.025455	0.999233
TrackerOperationMode_Track	0.072128	0.385139	-6.847614	5439.394531	36.563824	1707.23999	663.015442	1629.280762	839.28595	1651.194214	1026.911987	1771.521362	1023.447266	-2.595874	-0.651423	-32.333637	0.84529	0.534186	-0.011406	-0.533451	0.844951	0.038561	0.030236	-0.026511	0.999191
TrackerOperationMode_Track	0.07225	0.385109	-6.859186	5439.378906	36.56118	1707.218994	663.070129	1629.351562	839.270996	1651.249878	1026.827759	1771.591431	1023.442078	-2.613445	-0.664872	-32.31966	0.845412	0.533988	-0.011641	-0.533238	0.845072	0.038868	0.030592	-0.026652	0.999177
TrackerOperationMode_Track	0.072006	0.385101	-6.836214	5439.363281	36.560108	1707.263306	662.958801	1629.347534	839.243469	1651.264526	1026.864868	1771.620361	1023.375549	-2.594744	-0.661122	-32.327705	0.845339	0.534105	-0.011575	-0.533367	0.845006	0.038542	0.030366	-0.026407	0.99919
TrackerOperationMode_Track	0.072197	0.385109	-6.854285	5439.347656	36.560966	1707.127197	662.896057	1629.397339	839.217163	1651.226929	1026.86377	1771.630859	1023.387207	-2.602801	-0.6804	-32.263203	0.845929	0.533163	-0.011911	-0.532412	0.845601	0.038682	0.030696	-0.02638	0.999181
TrackerOperationMode_Track	0.072006	0.385109	-6.836003	5439.369141	36.560745	1707.19043	663.088318	1629.350586	839.289307	1651.227417	1026.839478	1771.591431	1023.442078	-2.612116	-0.667637	-32.312237	0.845477	0.533884	-0.011689	-0.533133	0.845139	0.038845	0.030617	-0.02661	0.999177
TrackerOperationMode_Track	0.07222	0.38517	-6.856184	5439.300781	36.566456	1707.268555	662.912537	1629.314697	839.307739	1651.299683	1026.885986	1771.5979	1023.401672	-2.560551	-0.661168	-32.339611	0.845233	0.534272	-0.011576	-0.533552	0.844916	0.037944	0.030053	-0.025896	0.999213
TrackerOperationMode_Track	0.072281	0.385117	-6.862025	5439.332031	36.561295	1707.300049	662.827209	1629.451294	839.353149	1651.284668	1026.904175	1771.614502	1023.388794	-2.515159	-0.656163	-32.278194	0.845814	0.533354	-0.011488	-0.53266	0.845513	0.037154	0.029529	-0.025306	0.999244
