Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	-8.274689	-2.171196	451.925171	3107.44458	-119.050758	1688.968628	370.022827	1688.878418	728.612244	1583.397095	1000.448547	1830.074097	994.928833	9.756255	-1.621405	-2.233075	0.983222	0.176359	-0.046595	-0.180941	0.975308	-0.126625	0.023113	0.132932	0.990856
TrackerOperationMode_Track	-8.275452	-2.171173	451.969849	3107.460938	-119.050537	1688.871948	370.020996	1688.869141	728.613586	1583.345459	1000.43634	1830.013672	994.953308	9.756114	-1.625092	-2.219028	0.983262	0.176121	-0.046659	-0.180712	0.975352	-0.126614	0.02321	0.132926	0.990854
TrackerOperationMode_Track	-8.274963	-2.171318	451.943085	3107.463379	-119.058388	1688.977051	369.97168	1688.892822	728.554932	1583.378784	1000.307556	1830.072266	994.813171	9.764545	-1.619923	-2.229929	0.983232	0.176308	-0.04659	-0.180892	0.975299	-0.126769	0.023089	0.133071	0.990838
TrackerOperationMode_Track	-8.275116	-2.171272	451.951599	3107.463379	-119.055977	1688.859009	369.994019	1688.767944	728.610229	1583.298462	1000.427002	1830.055664	994.956116	9.757777	-1.625977	-2.239532	0.9832	0.176463	-0.046677	-0.181054	0.975286	-0.126638	0.023176	0.132962	0.99085
TrackerOperationMode_Track	-8.27533	-2.171295	451.96109	3107.446045	-119.056252	1688.899658	370.165344	1688.831909	728.683594	1583.365723	1000.443237	1830.059937	994.958984	9.756582	-1.625962	-2.234377	0.983215	0.176379	-0.046674	-0.18097	0.975304	-0.126617	0.023189	0.132939	0.990853
TrackerOperationMode_Track	-8.275169	-2.171303	451.953156	3107.453125	-119.057259	1688.797729	370.045135	1688.772461	728.639343	1583.285278	1000.413696	1830.021606	994.922913	9.762167	-1.62961	-2.230219	0.983228	0.17629	-0.046749	-0.180894	0.975307	-0.126704	0.023258	0.133036	0.990838
TrackerOperationMode_Track	-8.275177	-2.171265	451.9487	3107.42041	-119.053726	1688.952026	370.027771	1688.862305	728.58783	1583.358032	1000.440125	1830.055542	994.905762	9.752461	-1.620345	-2.231418	0.983226	0.176345	-0.046568	-0.180922	0.97532	-0.126561	0.023101	0.132864	0.990865
TrackerOperationMode_Track	-8.275002	-2.171341	451.94046	3107.428467	-119.058319	1688.977417	369.95105	1688.832153	728.52594	1583.307251	1000.383606	1830.067749	994.904602	9.749808	-1.616146	-2.237748	0.983208	0.176466	-0.04649	-0.18103	0.975305	-0.126525	0.023015	0.132816	0.990873
TrackerOperationMode_Track	-8.275429	-2.171341	451.964142	3107.431885	-119.058578	1688.856201	370.014313	1688.758057	728.626465	1583.244019	1000.389771	1829.951416	994.945923	9.762763	-1.61911	-2.231812	0.983225	0.176352	-0.046573	-0.180933	0.975295	-0.126739	0.023071	0.13304	0.990842
TrackerOperationMode_Track	-8.274963	-2.171135	451.939087	3107.435791	-119.047249	1688.897217	370.014343	1688.913696	728.671692	1583.403809	1000.390686	1830.144287	994.930603	9.773064	-1.631476	-2.223913	0.983247	0.176163	-0.046807	-0.180781	0.975304	-0.126889	0.023298	0.133225	0.990812
