rvec[0]	rvec[1]	rvec[2]	Yaw Raw	Pitch Raw	Roll Raw	Yaw Error	Pitch Error	Roll Error	Yaw Comp	Pitch Comp	Roll Comp	fpinfc[0]	fpinfc[1]	fpinfc[2]	fpinfc[3]	fpinfc[4]	fpinfc[5]	fpinfc[6]	fpinfc[7]	fpinfc[8]	fbinft[0]	fbinft[1]	fbinft[2]	fbinft[3]	fbinft[4]	fbinft[5]	fbinft[6]	fbinft[7]	fbinft[8]	Before Comp. X	Before Comp. Y	Before Comp Z.	Retro Normal X	Retro Normal Y	Retro Normal Z	Combo angle (degree)	Error Lateral	Error Longitudinal	ADM comp in fb X	ADM comp in fb Y	ADM comp in fb Z	Tracker Timestamp	Camera Timestamp	Trigger Counter	Operation Mode	AZ	EL	X	Y	Z	CX1	CY1	CX2	CY2	CX3	CY3	CX4	CY4	CX5	CY5	CX6	CY6	CX7	CY7	CX8	CY8	CX9	CY9	CX10	CY10	CX11	CY11	CX12	CY12	CX13	CY13	CX14	CY14	CX15	CY15	CX16	CY16	CX17	CY17	fpinft[0]	fpinft[1]	fpinft[2]	fpinft[3]	fpinft[4]	fpinft[5]	fpinft[6]	fpinft[7]	fpinft[8]	TipX	TipY	TipZ
1.062224	1.940158	-0.26616	-74.960129	36.001484	47.639019	-0.131877	-0.083815	0.079231	-74.828255	36.0853	47.559788	0.596123	0.779974	-0.190469	-0.537543	0.211501	-0.816281	-0.596393	0.588989	0.54535	0.998403	0.056491	-0.000473	-0.056493	0.998368	-0.008355	0	0.008369	0.999965	243.980804	4311.862793	36.143906	0.003865	0.999964	-0.007514	77.552225	-33.416295	76.527718	-26.818138	-76.527718	-19.935802	8.66375E+11	8.66258E+13	1608	TrackerOperationMode_Track	-3.238556	0.4795	212.891769	4237.141602	15.568359	1734.059692	732.66272	1488.594849	952.025391	1966.874023	964.382507	1726.465942	1028.447144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565086	0.790398	-0.236535	-0.56536	0.162171	-0.808745	-0.600871	0.590738	0.5385	228.044373	4302.74707	-32.611446
1.059782	1.934461	-0.271033	-75.125328	35.627293	47.44297	-0.133414	-0.084076	0.078246	-74.991913	35.711369	47.364723	0.590168	0.784271	-0.191364	-0.543025	0.210263	-0.812966	-0.597349	0.583702	0.549969	0.998403	0.056491	-0.000473	-0.056493	0.998368	-0.008356	0	0.008369	0.999965	243.977692	4311.839844	36.145241	0.003865	0.999964	-0.007514	77.627547	-33.529918	76.756411	-27.048487	-76.756409	-19.815016	8.66383E+11	8.66265E+13	1623	TrackerOperationMode_Track	-3.238525	0.479515	212.645737	4236.902344	15.688543	1734.127319	732.599731	1488.621826	951.967957	1966.817383	964.385437	1726.480591	1028.326294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558832	0.79462	-0.237244	-0.570488	0.160737	-0.805424	-0.601872	0.585442	0.543146	227.829514	4302.239746	-32.844467
0.984007	1.871277	-0.421399	-82.260628	29.531624	42.264309	-0.16275	-0.090042	0.064094	-82.097878	29.621666	42.200214	0.430707	0.861053	-0.27033	-0.688122	0.119514	-0.715685	-0.583935	0.494271	0.643985	0.998403	0.056489	-0.000473	-0.056491	0.998368	-0.008355	0	0.008368	0.999965	243.969345	4311.856445	36.140305	0.003865	0.999964	-0.007514	82.979333	-42.273276	94.369462	-36.830647	-94.369461	-20.749306	8.66386E+11	8.66269E+13	1630	TrackerOperationMode_Track	-3.238403	0.479454	201.876511	4219.89502	14.602047	1734.111328	732.467834	1488.609131	951.941711	1966.849609	964.340942	1726.453857	1028.348389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391424	0.866196	-0.310631	-0.706452	0.066548	-0.704626	-0.589672	0.495253	0.637974	222.632126	4277.400879	-41.230122
1.059809	1.934466	-0.271171	-75.131935	35.627502	47.435246	-0.13342	-0.084064	0.078247	-74.99852	35.711571	47.356998	0.590082	0.784293	-0.191539	-0.543202	0.210172	-0.812871	-0.597273	0.583705	0.550049	0.998403	0.056491	-0.000473	-0.056493	0.998368	-0.008363	0	0.008377	0.999965	243.98111	4311.860352	36.177944	0.003865	0.999964	-0.007514	77.632962	-33.538097	76.772872	-27.055323	-76.772873	-19.819525	8.66421E+11	8.66304E+13	1704	TrackerOperationMode_Track	-3.238556	0.479958	212.641373	4236.907227	15.716009	1733.979614	732.503296	1488.624878	951.893005	1966.862061	964.315918	1726.499268	1028.228149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558736	0.794637	-0.237414	-0.570656	0.16064	-0.805324	-0.601802	0.585445	0.54322	227.839081	4302.236816	-32.823074
0.984127	1.871721	-0.421106	-82.255692	29.558647	42.27467	-0.162667	-0.089987	0.064162	-82.093025	29.648636	42.210506	0.431086	0.860813	-0.270493	-0.687919	0.119554	-0.715873	-0.583894	0.49468	0.643708	0.998403	0.056491	-0.000473	-0.056493	0.998368	-0.008353	0	0.008366	0.999965	243.978561	4311.861816	36.132263	0.003865	0.999964	-0.007514	82.976846	-42.268898	94.360634	-36.816891	-94.360634	-20.764786	8.66425E+11	8.66308E+13	1712	TrackerOperationMode_Track	-3.238518	0.479347	201.89978	4219.908691	14.578775	1734.083374	732.904541	1488.747559	952.184753	1966.881104	964.468506	1726.539429	1028.581299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391812	0.865958	-0.310805	-0.706273	0.066598	-0.7048	-0.589629	0.495663	0.637696	222.67131	4277.428711	-41.232849
1.059518	1.934375	-0.271611	-75.157265	35.612713	47.420921	-0.133509	-0.084063	0.078216	-75.023758	35.696774	47.342705	0.589646	0.784531	-0.191907	-0.543704	0.209866	-0.812614	-0.597247	0.583495	0.5503	0.998403	0.05649	-0.000473	-0.056492	0.998368	-0.008356	0	0.00837	0.999965	243.972382	4311.840332	36.147686	0.003865	0.999964	-0.007514	77.651168	-33.565603	76.828236	-27.083841	-76.828239	-19.827129	8.66435E+11	8.66318E+13	1734	TrackerOperationMode_Track	-3.238457	0.479553	212.601166	4236.833008	15.678223	1734.229248	732.698853	1488.667725	952.00531	1966.869873	964.390198	1726.589844	1028.494507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558273	0.794858	-0.237765	-0.571136	0.160328	-0.805046	-0.601776	0.585232	0.543479	227.826401	4302.141113	-32.880989
1.059577	1.934289	-0.271531	-75.150314	35.610481	47.423042	-0.133506	-0.08407	0.078207	-75.016815	35.694553	47.344837	0.589696	0.784528	-0.191766	-0.543609	0.209967	-0.812652	-0.597284	0.583464	0.550293	0.998403	0.056491	-0.000473	-0.056493	0.998368	-0.008357	0	0.00837	0.999965	243.976624	4311.839844	36.148529	0.003865	0.999964	-0.007514	77.645213	-33.556605	76.810125	-27.077047	-76.810127	-19.821184	8.66443E+11	8.66325E+13	1749	TrackerOperationMode_Track	-3.23851	0.479568	212.613144	4236.850586	15.685143	1734.051514	732.600464	1488.596924	951.988098	1966.817993	964.395752	1726.511475	1028.372192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558328	0.79486	-0.237627	-0.571044	0.160428	-0.805091	-0.601813	0.585201	0.543472	227.826996	4302.162109	-32.873291
0.983969	1.871241	-0.42142	-82.261391	29.528751	42.264427	-0.162761	-0.090049	0.064087	-82.098625	29.618801	42.20034	0.430669	0.86108	-0.270307	-0.68813	0.119506	-0.715678	-0.583953	0.494227	0.644002	0.998403	0.05649	-0.000473	-0.056492	0.998368	-0.008356	0	0.008369	0.999965	243.973724	4311.848145	36.145916	0.003865	0.999964	-0.007514	82.979794	-42.274087	94.371096	-36.832409	-94.371094	-20.747822	8.66446E+11	8.66329E+13	1757	TrackerOperationMode_Track	-3.238464	0.47953	201.878937	4219.885254	14.609003	1734.081299	732.60907	1488.613647	952.040222	1966.8125	964.418335	1726.530884	1028.448608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391385	0.866222	-0.310608	-0.706457	0.066537	-0.704621	-0.589691	0.49521	0.63799	222.632492	4277.391113	-41.224243
1.059598	1.934481	-0.271435	-75.14933	35.621124	47.427849	-0.133468	-0.084061	0.078237	-75.015862	35.705181	47.349613	0.589829	0.78442	-0.191802	-0.543502	0.209952	-0.812727	-0.59725	0.583615	0.55017	0.998403	0.05649	-0.000473	-0.056492	0.998368	-0.008356	0	0.00837	0.999965	243.977234	4311.861328	36.147072	0.003865	0.999964	-0.007514	77.646029	-33.557837	76.812605	-27.07427	-76.812607	-19.827063	8.66453E+11	8.66336E+13	1771	TrackerOperationMode_Track	-3.238503	0.479546	212.616394	4236.869141	15.677816	1734.057373	732.660767	1488.631348	952.02179	1966.832764	964.407776	1726.450562	1028.394775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558466	0.794751	-0.237667	-0.570945	0.160419	-0.805163	-0.601778	0.585351	0.543348	227.834229	4302.186523	-32.871292
1.059674	1.934636	-0.271274	-75.143219	35.631714	47.434364	-0.133423	-0.084055	0.078264	-75.009804	35.715771	47.356098	0.590014	0.784293	-0.191748	-0.543319	0.210007	-0.812835	-0.597233	0.583765	0.550029	0.998403	0.05649	-0.000473	-0.056492	0.998368	-0.008356	0	0.00837	0.999965	243.975906	4311.839844	36.148079	0.003865	0.999964	-0.007514	77.642712	-33.552825	76.802517	-27.06624	-76.802521	-19.829544	8.6646E+11	8.66343E+13	1786	TrackerOperationMode_Track	-3.238503	0.479561	212.623657	4236.857422	15.676407	1734.008545	732.681519	1488.584595	952.030945	1966.869507	964.379333	1726.460571	1028.405273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558662	0.794628	-0.237619	-0.570773	0.160479	-0.805273	-0.601759	0.585502	0.543206	227.838303	4302.183594	-32.861866
