rvec[0]	rvec[1]	rvec[2]	Yaw Raw	Pitch Raw	Roll Raw	Yaw Error	Pitch Error	Roll Error	Yaw Comp	Pitch Comp	Roll Comp	fpinfc[0]	fpinfc[1]	fpinfc[2]	fpinfc[3]	fpinfc[4]	fpinfc[5]	fpinfc[6]	fpinfc[7]	fpinfc[8]	fbinft[0]	fbinft[1]	fbinft[2]	fbinft[3]	fbinft[4]	fbinft[5]	fbinft[6]	fbinft[7]	fbinft[8]	Before Comp. X	Before Comp. Y	Before Comp Z.	Retro Normal X	Retro Normal Y	Retro Normal Z	Combo angle (degree)	Error Lateral	Error Longitudinal	ADM comp in fb X	ADM comp in fb Y	ADM comp in fb Z	Tracker Timestamp	Camera Timestamp	Trigger Counter	Operation Mode	AZ	EL	X	Y	Z	CX1	CY1	CX2	CY2	CX3	CY3	CX4	CY4	CX5	CY5	CX6	CY6	CX7	CY7	CX8	CY8	CX9	CY9	CX10	CY10	CX11	CY11	CX12	CY12	CX13	CY13	CX14	CY14	CX15	CY15	CX16	CY16	CX17	CY17	fpinft[0]	fpinft[1]	fpinft[2]	fpinft[3]	fpinft[4]	fpinft[5]	fpinft[6]	fpinft[7]	fpinft[8]	TipX	TipY	TipZ
0.923933	1.71946	-0.532122	-84.544106	19.737934	38.954105	-0.190379	-0.114116	0.041186	-84.353729	19.852049	38.912918	0.288831	0.936009	-0.201155	-0.753339	0.09254	-0.651088	-0.59081	0.339592	0.731861	0.998405	0.056453	-0.000452	-0.056455	0.998373	-0.007991	0	0.008004	0.999968	243.752563	4310.79541	34.559669	0.003865	0.999964	-0.007514	84.576477	-45.147274	100.164683	-42.565956	-100.16468	-15.047123	2.40965E+11	2.40848E+13	1183	TrackerOperationMode_Track	-3.236328	0.458595	195.60672	4213.316895	18.711319	1734.776733	697.176453	1490.715454	928.796753	1966.057617	942.104126	1728.782349	937.265991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246109	0.939587	-0.237921	-0.763698	0.036833	-0.644522	-0.596821	0.340322	0.726626	209.867081	4266.008789	-43.539715
0.926652	1.731181	-0.529339	-84.662186	20.397621	39.020077	-0.188965	-0.112469	0.042722	-84.473221	20.51009	38.977352	0.294236	0.932257	-0.21053	-0.752555	0.090206	-0.652322	-0.58914	0.350372	0.728116	0.998405	0.056452	-0.000452	-0.056453	0.998373	-0.007991	0	0.008004	0.999968	243.747086	4310.780273	34.559761	0.003865	0.999964	-0.007514	84.710068	-45.393361	100.661018	-42.621704	-100.661018	-15.618819	2.40972E+11	2.40855E+13	1199	TrackerOperationMode_Track	-3.236267	0.458603	195.517929	4212.813965	18.135746	1734.661621	697.0802	1490.546021	928.636169	1965.911865	942.087708	1728.707153	937.17627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25155	0.935704	-0.247348	-0.763233	0.03463	-0.645194	-0.595145	0.351083	0.722872	210.581894	4265.574219	-43.86739
0.923813	1.71923	-0.53226	-84.5466	19.722597	38.951469	-0.190421	-0.114159	0.041152	-84.356186	19.836756	38.910316	0.288633	0.936103	-0.201002	-0.753397	0.092509	-0.651026	-0.590834	0.339341	0.731958	0.998405	0.056451	-0.000452	-0.056453	0.998373	-0.007992	0	0.008005	0.999968	243.74411	4310.795898	34.562473	0.003865	0.999964	-0.007514	84.578309	-45.150644	100.17148	-42.573181	-100.171478	-15.036777	2.40976E+11	2.40859E+13	1207	TrackerOperationMode_Track	-3.236214	0.458641	195.590866	4213.311035	18.724335	1734.77832	697.092102	1490.691284	928.671326	1965.951172	942.077332	1728.646118	937.085693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24591	0.939679	-0.237763	-0.763743	0.036801	-0.64447	-0.596845	0.340071	0.726724	209.837555	4265.998535	-43.533276
0.924062	1.719166	-0.531888	-84.524483	19.728878	38.958904	-0.190373	-0.114121	0.041161	-84.334114	19.842999	38.917744	0.289013	0.936031	-0.200793	-0.753195	0.092865	-0.651209	-0.590905	0.339444	0.731853	0.998405	0.05645	-0.000452	-0.056452	0.998373	-0.007992	0	0.008004	0.999968	243.742355	4310.788574	34.561623	0.003865	0.999964	-0.007514	84.557646	-45.112657	100.094865	-42.53553	-100.094864	-15.029308	2.40979E+11	2.40862E+13	1214	TrackerOperationMode_Track	-3.236198	0.458626	195.631042	4213.37793	18.73159	1734.782593	697.097839	1490.723633	928.579102	1965.976807	941.958374	1728.675415	937.105225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246301	0.939627	-0.237564	-0.763563	0.037161	-0.644663	-0.596915	0.340176	0.726617	209.861816	4266.07959	-43.517864
0.92403	1.719023	-0.531859	-84.520401	19.721371	38.960693	-0.190391	-0.114138	0.041142	-84.330009	19.835508	38.919552	0.288996	0.936068	-0.200642	-0.753161	0.092937	-0.651238	-0.590956	0.339321	0.731869	0.998405	0.056451	-0.000452	-0.056453	0.998373	-0.007992	0	0.008004	0.999968	243.747147	4310.801758	34.561237	0.003865	0.999964	-0.007514	84.553514	-45.105064	100.079551	-42.530312	-100.079552	-15.021295	2.40983E+11	2.40866E+13	1221	TrackerOperationMode_Track	-3.236252	0.458618	195.641815	4213.40625	18.739355	1734.924561	697.019104	1490.655029	928.657959	1965.906494	941.953491	1728.663208	937.179382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246285	0.939669	-0.237416	-0.763528	0.03723	-0.6447	-0.596966	0.340054	0.726633	209.860077	4266.110352	-43.510704
0.924073	1.719028	-0.531906	-84.521645	19.722357	38.957333	-0.19038	-0.114135	0.041146	-84.331268	19.836493	38.916187	0.288978	0.936065	-0.200686	-0.753205	0.092916	-0.65119	-0.59091	0.339337	0.731899	0.998405	0.056452	-0.000452	-0.056454	0.998373	-0.007992	0	0.008005	0.999968	243.748566	4310.779785	34.562389	0.003865	0.999964	-0.007514	84.554758	-45.107349	100.08416	-42.532219	-100.08416	-15.022758	2.40986E+11	2.4087E+13	1229	TrackerOperationMode_Track	-3.236282	0.458641	195.641022	4213.379395	18.738968	1734.610718	697.070984	1490.655273	928.617859	1965.912109	942.043762	1728.692627	937.19574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246264	0.939664	-0.237457	-0.763571	0.037208	-0.644651	-0.59692	0.34007	0.726663	209.862717	4266.07959	-43.513657
0.923984	1.718978	-0.531891	-84.521576	19.717743	38.960621	-0.190403	-0.114149	0.041134	-84.331169	19.831894	38.919487	0.288944	0.936092	-0.200609	-0.753172	0.09292	-0.651228	-0.590969	0.339262	0.731886	0.998405	0.056453	-0.000452	-0.056455	0.998373	-0.007991	0	0.008004	0.999968	243.753815	4310.79541	34.560585	0.003865	0.999964	-0.007514	84.55449	-45.106857	100.083167	-42.532963	-100.083168	-15.019174	2.4099E+11	2.40873E+13	1236	TrackerOperationMode_Track	-3.236336	0.458611	195.645493	4213.396484	18.740808	1734.600952	697.246643	1490.637939	928.592407	1965.910645	942.077942	1728.731934	937.147156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246231	0.939691	-0.237384	-0.763536	0.037211	-0.644692	-0.596978	0.339994	0.72665	209.860962	4266.100098	-43.510353
0.924041	1.719036	-0.531839	-84.519707	19.722445	38.961193	-0.190387	-0.114134	0.041144	-84.329323	19.836578	38.920048	0.289018	0.936061	-0.200645	-0.753151	0.092948	-0.651248	-0.590959	0.339339	0.731859	0.998405	0.056451	-0.000452	-0.056453	0.998373	-0.007992	0	0.008005	0.999968	243.744934	4310.772461	34.564518	0.003865	0.999964	-0.007514	84.552894	-45.103924	100.077253	-42.52895	-100.077255	-15.021732	2.40994E+11	2.40877E+13	1244	TrackerOperationMode_Track	-3.236244	0.458664	195.641113	4213.378906	18.742138	1734.743042	697.07959	1490.539673	928.726196	1965.969727	941.970032	1728.723022	937.205872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246308	0.939662	-0.23742	-0.763519	0.037241	-0.644711	-0.596969	0.340072	0.726622	209.859726	4266.083984	-43.507137
0.923955	1.718823	-0.531991	-84.522499	19.708689	38.956898	-0.19042	-0.114173	0.041114	-84.332077	19.822863	38.915787	0.288826	0.936146	-0.200524	-0.753227	0.09291	-0.651165	-0.590955	0.339113	0.731966	0.998405	0.056451	-0.000452	-0.056453	0.998373	-0.007992	0	0.008005	0.999968	243.746704	4310.788086	34.561962	0.003865	0.999964	-0.007514	84.55508	-45.107942	100.085355	-42.536369	-100.085358	-15.012775	2.40997E+11	2.4088E+13	1251	TrackerOperationMode_Track	-3.236252	0.458633	195.634995	4213.386719	18.748528	1734.897705	696.948303	1490.632568	928.689331	1965.961548	941.982361	1728.655396	937.110474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246112	0.939745	-0.237294	-0.763584	0.037201	-0.644635	-0.596965	0.339846	0.72673	209.842651	4266.085938	-43.508366
0.924203	1.719294	-0.53173	-84.518227	19.739979	38.961456	-0.190334	-0.114085	0.041185	-84.327896	19.854065	38.920269	0.289217	0.935956	-0.20085	-0.753124	0.092961	-0.651278	-0.590896	0.339626	0.731776	0.998405	0.056459	-0.000452	-0.05646	0.998373	-0.007985	0	0.007998	0.999968	243.776871	4310.778809	34.532639	0.003865	0.999964	-0.007514	84.552122	-45.102505	100.074391	-42.522995	-100.074394	-15.034325	2.41E+11	2.40883E+13	1258	TrackerOperationMode_Track	-3.236664	0.458244	195.678436	4213.388184	18.698421	1734.724609	697.050903	1490.582642	928.697083	1965.936035	941.825439	1728.688965	937.185852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246502	0.939558	-0.23763	-0.763509	0.037253	-0.644722	-0.596901	0.340358	0.726544	209.915146	4266.094238	-43.546036
