rvec[0]	rvec[1]	rvec[2]	Yaw Raw	Pitch Raw	Roll Raw	Yaw Error	Pitch Error	Roll Error	Yaw Comp	Pitch Comp	Roll Comp	fpinfc[0]	fpinfc[1]	fpinfc[2]	fpinfc[3]	fpinfc[4]	fpinfc[5]	fpinfc[6]	fpinfc[7]	fpinfc[8]	fbinft[0]	fbinft[1]	fbinft[2]	fbinft[3]	fbinft[4]	fbinft[5]	fbinft[6]	fbinft[7]	fbinft[8]	Before Comp. X	Before Comp. Y	Before Comp Z.	Retro Normal X	Retro Normal Y	Retro Normal Z	Combo angle (degree)	Error Lateral	Error Longitudinal	ADM comp in fb X	ADM comp in fb Y	ADM comp in fb Z	Tracker Timestamp	Camera Timestamp	Trigger Counter	Operation Mode	AZ	EL	X	Y	Z	CX1	CY1	CX2	CY2	CX3	CY3	CX4	CY4	CX5	CY5	CX6	CY6	CX7	CY7	CX8	CY8	CX9	CY9	CX10	CY10	CX11	CY11	CX12	CY12	CX13	CY13	CX14	CY14	CX15	CY15	CX16	CY16	CX17	CY17	fpinft[0]	fpinft[1]	fpinft[2]	fpinft[3]	fpinft[4]	fpinft[5]	fpinft[6]	fpinft[7]	fpinft[8]	TipX	TipY	TipZ
1.05669	1.93948	-0.445597	-83.9811	34.5312	38.8529	-0.146949	-0.0734158	0.0753825	-83.8341	34.6046	38.7775	0.437356	0.818329	-0.372903	-0.736871	0.0884058	-0.670228	-0.5155	0.56791	0.641668	0.998367	0.0571252	-0.000477331	-0.0571272	0.998332	-0.00834193	0	0.00835557	0.999965	246.714	4311.62	36.0865	0.003865	0.999964	-0.007514	84.8024	-45.564	101.005	-37.6445	-101.005	-25.6704	8.68089E+11	8.67972E+13	2308	TrackerOperationMode_Track	-3.274933	0.478745	203.372986	4213.144531	9.573004	1304.089111	730.605713	1381.360107	1257.603149	1631.459473	853.304138	1506.333984	1057.126343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394794	0.821772	-0.410888	-0.756327	0.036772	-0.653159	-0.521639	0.568629	0.636046	232.669586	4266.553223	-46.500153
1.119875	2.128624	-0.346281	-83.232162	46.191746	41.269859	-0.110422	-0.047453	0.105253	-83.121735	46.239201	41.164608	0.562129	0.686671	-0.460971	-0.69047	0.082832	-0.718602	-0.455261	0.722234	0.520688	0.998367	0.057125	-0.000477	-0.057127	0.998332	-0.008342	0	0.008355	0.999965	246.711685	4311.614746	36.084644	0.003865	0.999964	-0.007514	85.091772	-46.101387	102.089135	-32.032681	-102.089134	-33.154869	8.68093E+11	8.67975E+13	2316	TrackerOperationMode_Track	-3.27491	0.478729	208.915314	4211.802246	2.07795	1304.080078	730.616699	1381.366699	1257.609741	1631.47644	853.306458	1506.255737	1057.132812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521985	0.689937	-0.501517	-0.717634	0.037442	-0.695413	-0.461014	0.7229	0.514666	246.521011	4268.712891	-44.847107
1.122211	2.135916	-0.341847	-83.16465	46.645832	41.400459	-0.108749	-0.046649	0.106506	-83.055901	46.692482	41.293953	0.567529	0.680882	-0.462937	-0.687764	0.082928	-0.721182	-0.45265	0.727683	0.51535	0.998367	0.057125	-0.000477	-0.057127	0.998332	-0.008342	0	0.008356	0.999965	246.710907	4311.601074	36.085972	0.003865	0.999964	-0.007514	85.08456	-46.087942	102.062015	-31.757559	-102.062012	-33.39994	8.68096E+11	8.67979E+13	2323	TrackerOperationMode_Track	-3.27491	0.478745	209.190872	4211.802246	1.834412	1304.077515	730.658569	1381.358032	1257.627319	1631.49353	853.354309	1506.293335	1057.116577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527529	0.68416	-0.503624	-0.715262	0.037822	-0.697832	-0.458381	0.72835	0.509306	247.006744	4268.911133	-44.678749
1.122273	2.135969	-0.341746	-83.159592	46.650883	41.404079	-0.108722	-0.046649	0.10652	-83.050865	46.697533	41.297562	0.567658	0.680811	-0.462883	-0.687664	0.08298	-0.721272	-0.45264	0.727743	0.515274	0.998367	0.057125	-0.000477	-0.057127	0.998332	-0.008342	0	0.008356	0.999965	246.71376	4311.622559	36.086338	0.003865	0.999964	-0.007514	85.081506	-46.08225	102.050532	-31.750502	-102.050529	-33.398792	8.68099E+11	8.67982E+13	2330	TrackerOperationMode_Track	-3.274933	0.478745	209.201385	4211.834473	1.836021	1304.115601	730.545776	1381.350952	1257.622559	1631.584106	853.307617	1506.292969	1057.114868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527664	0.684092	-0.503576	-0.71517	0.037878	-0.697924	-0.45837	0.728411	0.509229	247.013702	4268.950684	-44.671097
1.122253	2.136029	-0.341728	-83.160515	46.653465	41.405308	-0.108714	-0.046644	0.106529	-83.051804	46.700108	41.298779	0.567676	0.68078	-0.462906	-0.687655	0.082965	-0.721281	-0.452629	0.727774	0.515239	0.998367	0.057126	-0.000477	-0.057128	0.998332	-0.008342	0	0.008356	0.999965	246.716675	4311.645996	36.086342	0.003865	0.999964	-0.007514	85.082366	-46.083853	102.053767	-31.750137	-102.053764	-33.401356	8.68103E+11	8.67986E+13	2338	TrackerOperationMode_Track	-3.274948	0.478745	209.204468	4211.85498	1.833435	1304.073242	730.608887	1381.343628	1257.629272	1631.552979	853.380676	1506.306152	1057.101685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527683	0.684061	-0.503599	-0.715163	0.037864	-0.697932	-0.458359	0.728442	0.509195	247.018906	4268.972168	-44.671021
1.122323	2.1361	-0.34174	-83.162628	46.658607	41.40181	-0.108704	-0.046622	0.106538	-83.053925	46.705231	41.295273	0.567663	0.680719	-0.463013	-0.687716	0.082931	-0.721228	-0.452555	0.727835	0.515218	0.998367	0.057126	-0.000477	-0.057128	0.998332	-0.008342	0	0.008355	0.999965	246.716492	4311.645996	36.086124	0.003865	0.999964	-0.007514	85.084307	-46.08747	102.061063	-31.749725	-102.061066	-33.406734	8.68106E+11	8.67989E+13	2345	TrackerOperationMode_Track	-3.274948	0.478737	209.204269	4211.847656	1.827793	1304.002197	730.601135	1381.341797	1257.639526	1631.525269	853.297729	1506.304932	1057.085815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527666	0.683997	-0.503703	-0.715223	0.037834	-0.697872	-0.458285	0.728503	0.509174	247.027649	4268.959961	-44.675285
1.122334	2.136123	-0.34172	-83.161972	46.660172	41.402508	-0.108698	-0.04662	0.106542	-83.053276	46.706791	41.295967	0.567688	0.680698	-0.463012	-0.687699	0.082937	-0.721243	-0.452548	0.727854	0.515198	0.998367	0.057126	-0.000477	-0.057128	0.998332	-0.008341	0	0.008355	0.999965	246.716293	4311.624512	36.083065	0.003865	0.999964	-0.007514	85.083991	-46.086882	102.059876	-31.748388	-102.059875	-33.4072	8.6811E+11	8.67993E+13	2353	TrackerOperationMode_Track	-3.274963	0.478706	209.205444	4211.827148	1.824333	1304.000488	730.608154	1381.371826	1257.648071	1631.513062	853.33905	1506.3125	1057.092896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527692	0.683977	-0.503703	-0.715208	0.03784	-0.697887	-0.458278	0.728521	0.509154	247.028961	4268.94043	-44.677193
1.122344	2.136082	-0.341747	-83.162216	46.658169	41.400928	-0.108706	-0.046621	0.106535	-83.053513	46.704792	41.294395	0.567657	0.680724	-0.463012	-0.687723	0.082937	-0.72122	-0.452551	0.72783	0.515229	0.998367	0.057126	-0.000477	-0.057128	0.998332	-0.008341	0	0.008354	0.999965	246.717285	4311.630859	36.080906	0.003865	0.999964	-0.007514	85.083988	-46.086877	102.059866	-31.749556	-102.059868	-33.406078	8.68114E+11	8.67996E+13	2360	TrackerOperationMode_Track	-3.274971	0.478668	209.205261	4211.833496	1.82336	1303.955444	730.527832	1381.334351	1257.646362	1631.482544	853.355469	1506.296387	1057.11377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527659	0.684002	-0.503702	-0.715231	0.03784	-0.697863	-0.45828	0.728498	0.509186	247.028564	4268.945312	-44.680687
1.122331	2.136128	-0.341729	-83.16275	46.660252	41.401997	-0.108699	-0.046618	0.106542	-83.054054	46.706871	41.295456	0.567676	0.680698	-0.463027	-0.687713	0.082927	-0.721231	-0.452543	0.727855	0.515201	0.998367	0.057125	-0.000477	-0.057127	0.998332	-0.008341	0	0.008355	0.999965	246.716019	4311.640137	36.082615	0.003865	0.999964	-0.007514	85.084538	-46.087903	102.061935	-31.749067	-102.061935	-33.407951	8.68117E+11	8.68E+13	2367	TrackerOperationMode_Track	-3.27494	0.478691	209.204422	4211.84082	1.823139	1304.000977	730.566772	1381.362427	1257.633789	1631.501587	853.34137	1506.273438	1057.119629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527679	0.683977	-0.503718	-0.715221	0.037832	-0.697873	-0.458273	0.728522	0.509157	247.029144	4268.953125	-44.67868
1.122298	2.136109	-0.341686	-83.160019	46.658878	41.405708	-0.108696	-0.046632	0.106542	-83.051323	46.705513	41.299168	0.567728	0.680711	-0.462944	-0.687641	0.082962	-0.721296	-0.452588	0.727839	0.515185	0.998367	0.057126	-0.000477	-0.057128	0.998332	-0.008341	0	0.008355	0.999965	246.717743	4311.629883	36.082546	0.003865	0.999964	-0.007514	85.082508	-46.084118	102.0543	-31.74715	-102.054298	-33.404556	8.68121E+11	8.68003E+13	2375	TrackerOperationMode_Track	-3.274979	0.478691	209.208435	4211.837891	1.82653	1304.090454	730.593384	1381.353516	1257.643066	1631.515015	853.333679	1506.27063	1057.105347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527734	0.683992	-0.503639	-0.715152	0.037865	-0.697943	-0.458317	0.728506	0.509141	247.026566	4268.956055	-44.67382
