Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	-1.69368	9.464882	94.94355	3210.927734	535.536255																				
TrackerOperationMode_Track	-1.693771	9.464943	94.948723	3210.927246	535.539551																				
TrackerOperationMode_Track	-1.693596	9.465256	94.938744	3210.923584	535.556885																				
TrackerOperationMode_Track	-1.693474	9.465179	94.932747	3210.952637	535.557007																				
TrackerOperationMode_Track	-1.693474	9.465103	94.931084	3210.896484	535.543518																				
TrackerOperationMode_Track	-1.693443	9.465347	94.930206	3210.924072	535.562378																				
TrackerOperationMode_Track	-1.693443	9.465179	94.92981	3210.911377	535.550354																				
TrackerOperationMode_Track	-1.693413	9.465012	94.928955	3210.940674	535.545593																				
TrackerOperationMode_Track	-1.693413	9.464821	94.929001	3210.942627	535.534912																				
TrackerOperationMode_Track	-1.693382	9.46505	94.926445	3210.913574	535.54303																				
TrackerOperationMode_Track	-1.693382	9.46508	94.926865	3210.927734	535.547668																				
TrackerOperationMode_Track	-1.693382	9.464943	94.926865	3210.927979	535.539551																				
TrackerOperationMode_Track	-1.693382	9.464989	94.926857	3210.927734	535.541992																				
TrackerOperationMode_Track	-1.693382	9.46505	94.926445	3210.913574	535.54303																				
TrackerOperationMode_Track	-1.693474	9.464951	94.932358	3210.941162	535.542419																				
TrackerOperationMode_Track	-1.693382	9.464905	94.927277	3210.941895	535.539429																				
TrackerOperationMode_Track	-1.693481	9.464935	94.931976	3210.914307	535.536804																				
TrackerOperationMode_Track	-1.693512	9.464798	94.934677	3210.942627	535.533508																				
TrackerOperationMode_Track	-1.693489	9.464745	94.932503	3210.916016	535.526001																				
TrackerOperationMode_Track	-1.693527	9.464874	94.935059	3210.928467	535.536011																				
TrackerOperationMode_Track	-1.693565	9.464943	94.936844	3210.914062	535.537292																				
TrackerOperationMode_Track	-1.693497	9.465057	94.933029	3210.926758	535.545776																				
TrackerOperationMode_Track	-1.693565	9.465004	94.937004	3210.927002	535.542908																				
TrackerOperationMode_Track	-1.693413	9.464981	94.928574	3210.927734	535.541565																				
TrackerOperationMode_Track	-1.693443	9.465034	94.930229	3210.926025	535.544434																				
TrackerOperationMode_Track	-1.693413	9.465134	94.928497	3210.925049	535.550293																				
TrackerOperationMode_Track	-1.693489	9.465134	94.932678	3210.926025	535.549866																				
TrackerOperationMode_Track	-1.693413	9.465019	94.928558	3210.927246	535.543823																				
TrackerOperationMode_Track	-1.693542	9.464821	94.93573	3210.915283	535.530518																				
TrackerOperationMode_Track	-1.693565	9.464981	94.937088	3210.927246	535.541504																				
TrackerOperationMode_Track	-1.693535	9.465073	94.93576	3210.939941	535.549194																				
TrackerOperationMode_Track	-1.693443	9.465065	94.930267	3210.927002	535.546204																				
TrackerOperationMode_Track	-1.693451	9.464828	94.930923	3210.941406	535.535217																				
