Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	-2.243568	15.127243	118.708099	3029.988281	819.7276	1726.519897	451.431885	1710.418335	613.648193	1837.353394	1011.481018	1592.640991	1011.388733	-27.002069	1.17876	-2.821777	0.996594	0.078132	0.026373	-0.08189	0.975341	0.204948	-0.009709	-0.20641	0.978418
TrackerOperationMode_Track	-2.243935	15.127533	118.726456	3029.968018	819.739197	1726.320435	451.578461	1710.321289	613.862244	1837.236084	1011.691101	1592.489014	1011.557678	-26.991331	1.172041	-2.803069	0.996617	0.077871	0.026264	-0.08161	0.975403	0.204763	-0.009673	-0.206214	0.978459
TrackerOperationMode_Track	-2.243683	15.127762	118.712509	3029.953125	819.747681	1726.733765	451.533173	1710.646362	613.741943	1837.731934	1011.634949	1592.836426	1011.528748	-27.006609	1.171187	-2.823107	0.996591	0.078215	0.026257	-0.081948	0.975321	0.205021	-0.009574	-0.206473	0.978405
TrackerOperationMode_Track	-2.243919	15.127754	118.724625	3029.936768	819.742798	1726.472778	451.427979	1710.353516	613.659424	1837.421875	1011.500427	1592.612427	1011.41333	-27.000959	1.171852	-2.829873	0.996581	0.078335	0.026266	-0.082065	0.975331	0.204924	-0.009565	-0.206379	0.978425
TrackerOperationMode_Track	-2.243813	15.128075	118.71653	3029.878662	819.745483	1726.509521	451.521942	1710.4375	613.770874	1837.493164	1011.685608	1592.668945	1011.484314	-26.999365	1.168997	-2.82098	0.996593	0.078201	0.02622	-0.081925	0.97535	0.204893	-0.009551	-0.206343	0.978433
TrackerOperationMode_Track	-2.244362	15.127968	118.745827	3029.877441	819.739014	1726.218628	451.567017	1710.261963	613.678711	1837.157104	1011.585388	1592.423706	1011.391602	-27.018421	1.169267	-2.796159	0.996626	0.077768	0.026236	-0.081508	0.975316	0.20522	-0.009629	-0.206666	0.978364
TrackerOperationMode_Track	-2.243843	15.128105	118.718498	3029.887695	819.749451	1726.586548	451.499268	1710.428833	613.704041	1837.352417	1011.574646	1592.646973	1011.425049	-27.003855	1.185319	-2.830086	0.996584	0.078229	0.026476	-0.082006	0.975329	0.20496	-0.009789	-0.206431	0.978412
TrackerOperationMode_Track	-2.243484	15.128075	118.698959	3029.872803	819.743713	1726.548828	451.557587	1710.487061	613.71582	1837.411011	1011.460388	1592.588257	1011.4729	-27.007946	1.181667	-2.811726	0.996609	0.077931	0.02642	-0.081703	0.975339	0.205033	-0.00979	-0.206496	0.978398
																									
	-2.243825875	15.12781438	118.7189379	3029.920349	819.7418671	1726.4888	451.514664	1710.419357	613.7226563	1837.394623	1011.576691	1592.613342	1011.457794												
