Op. Mode	AZ	EL	X	Y	Z	C1x	C1y	C2x	C2y	C3x	C3y	C4x	C4y	Pitch	Roll	Yaw	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]
TrackerOperationMode_Track	-5.98896	-0.49324	322.475891	3073.848877	-26.607546																				
TrackerOperationMode_Track	-5.98896	-0.49324	322.477325	3073.862549	-26.607569																				
TrackerOperationMode_Track	-5.98896	-0.493248	322.477112	3073.860596	-26.607897																				
TrackerOperationMode_Track	-5.98896	-0.493248	322.477325	3073.862549	-26.607792																				
TrackerOperationMode_Track	-5.988968	-0.493248	322.475708	3073.846924	-26.607697																				
TrackerOperationMode_Track	-5.988968	-0.49324	322.475708	3073.846924	-26.607433																				
TrackerOperationMode_Track	-5.98893	-0.49324	322.472443	3073.831543	-26.607418																				
TrackerOperationMode_Track	-5.98896	-0.49324	322.474152	3073.832275	-26.607227																				
TrackerOperationMode_Track	-5.98893	-0.493225	322.472839	3073.835449	-26.606705																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.472839	3073.835449	-26.607151																				
TrackerOperationMode_Track	-5.98896	-0.493233	322.474457	3073.835205	-26.6071																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.474274	3073.849121	-26.607065																				
TrackerOperationMode_Track	-5.98896	-0.493233	322.474457	3073.835205	-26.607143																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.47406	3073.847168	-26.606991																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.47113	3073.817871	-26.606962																				
TrackerOperationMode_Track	-5.988899	-0.493233	322.472412	3073.847412	-26.607218																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.472748	3073.834473	-26.606924																				
TrackerOperationMode_Track	-5.98893	-0.493233	322.474274	3073.849121	-26.607281																				
TrackerOperationMode_Track	-5.988899	-0.49324	322.472504	3073.848389	-26.607485																				
TrackerOperationMode_Track	-5.988869	-0.49324	322.468964	3073.830078	-26.607306																				
TrackerOperationMode_Track	-5.988869	-0.49324	322.46936	3073.833984	-26.607494																				
TrackerOperationMode_Track	-5.988869	-0.493256	322.468964	3073.830078	-26.608408																				
TrackerOperationMode_Track	-5.988808	-0.493263	322.467316	3073.845947	-26.609026																				
TrackerOperationMode_Track	-5.988686	-0.493271	322.459229	3073.832031	-26.608997																				
TrackerOperationMode_Track	-5.988663	-0.493256	322.460632	3073.861328	-26.608818																				
TrackerOperationMode_Track	-5.988625	-0.493233	322.457794	3073.849854	-26.607103																				
TrackerOperationMode_Track	-5.988625	-0.493202	322.457672	3073.848877	-26.605787																				
TrackerOperationMode_Track	-5.988602	-0.493202	322.456024	3073.848877	-26.605602																				
TrackerOperationMode_Track	-5.988602	-0.493202	322.456024	3073.848877	-26.605743																				
TrackerOperationMode_Track	-5.988625	-0.493202	322.456146	3073.834229	-26.605387																				
TrackerOperationMode_Track	-5.988693	-0.493217	322.46106	3073.845459	-26.60635																				
TrackerOperationMode_Track	-5.988716	-0.493225	322.463409	3073.860107	-26.60677																				
TrackerOperationMode_Track	-5.988716	-0.493225	322.463287	3073.859131	-26.606947																				
TrackerOperationMode_Track	-5.988708	-0.49324	322.458954	3073.820312	-26.607052																				
TrackerOperationMode_Track	-5.988693	-0.493248	322.463623	3073.872803	-26.608101																				
TrackerOperationMode_Track	-5.988716	-0.493248	322.45932	3073.821289	-26.60771																				
TrackerOperationMode_Track	-5.988663	-0.493248	322.457886	3073.831055	-26.608007																				
TrackerOperationMode_Track	-5.988663	-0.493256	322.457886	3073.834961	-26.608301																				
TrackerOperationMode_Track	-5.988663	-0.493271	322.457489	3073.831055	-26.60915																				
TrackerOperationMode_Track	-5.988663	-0.493256	322.45932	3073.848633	-26.608501																				
TrackerOperationMode_Track	-5.988625	-0.493279	322.457489	3073.846924	-26.609533																				
TrackerOperationMode_Track	-5.988625	-0.493279	322.455963	3073.832275	-26.609577																				
TrackerOperationMode_Track	-5.988625	-0.493286	322.457581	3073.8479	-26.609964																				
TrackerOperationMode_Track	-5.988625	-0.493279	322.454926	3073.82251	-26.60961																				
TrackerOperationMode_Track	-5.988625	-0.493279	322.455963	3073.832275	-26.609392																				
TrackerOperationMode_Track	-5.988602	-0.493271	322.456116	3073.849854	-26.609213																				
TrackerOperationMode_Track	-5.988602	-0.493279	322.455933	3073.8479	-26.609648																				
TrackerOperationMode_Track	-5.988602	-0.493271	322.454712	3073.836426	-26.609365																				
TrackerOperationMode_Track	-5.988602	-0.493271	322.456024	3073.848877	-26.609198																				
TrackerOperationMode_Track	-5.988663	-0.493263	322.456573	3073.822266	-26.608686																				
